- vncls_none
emanate.01 vncls_48
emancipate.01 vncls_10
emasculate.01 vncls_45
embarrass.01 vncls_31
embed.01 vncls_9
embellish.01 vncls_9
embezzle.01 vncls_10
embitter.01 vncls_45
emblazon.01 vncls_9
embolden.01 vncls_31
emboss.01 vncls_25
embrace.02 vncls_36
embrocate.01 vncls_45
embroider.01 vncls_25
emcee.01 vncls_29
emerge.01 vncls_48
empathize.01 vncls_88
emplace.01 vncls_9
employ.01 vncls_13
empty.01 vncls_10
emulsify.01 vncls_45
enamel.01 vncls_24
encircle.01 vncls_9
enclose.01 vncls_47
encompass.01 vncls_47
encourage.01 vncls_59
encrust.01 vncls_9
end.01 vncls_55
endorse.02 vncls_25
endow.01 vncls_9
endure.01 vncls_47
energize.01 vncls_45
enervate.01 vncls_31
enflame.01 vncls_31
enforce.01 vncls_63
engage.01 vncls_22
engender.01 vncls_27
engrave.01 vncls_25
engross.01 vncls_31
engulf.01 vncls_47
enhance.01 vncls_45
enjoy.01 vncls_31
enlarge.01 vncls_45
enlighten.01 vncls_31
enlist.01 vncls_13
enliven.01 vncls_31
enquire.01 vncls_37
enrage.01 vncls_31
enrapture.01 vncls_31
enrich.01 vncls_9
enroll.01 vncls_107
enslave.01 vncls_42
ensnare.01 vncls_59
ensue.01 vncls_48
ensure.01 vncls_99
entangle.01 vncls_22
enter.01 vncls_51
entertain.01 vncls_31
enthrall.01 vncls_31
enthuse.02 vncls_31
entice.01 vncls_31
entrance.01 vncls_31
entrap.01 vncls_59
entreat.01 vncls_58
entrust.01 vncls_13
entwine.01 vncls_22
envisage.01 vncls_29
envision.01 vncls_29
envy.01 vncls_31
epoxy.01 vncls_22
equalize.01 vncls_45
equilibrate.01 vncls_45
equip.01 vncls_13
equivocate.01 vncls_53
eradicate.01 vncls_10
erase.01 vncls_10
erect.01 vncls_26
erode.01 vncls_45
eruct.01 vncls_40
erupt.01 vncls_48
escape.01 vncls_51
eschew.01 vncls_52
escort.01 vncls_51
espy.01 vncls_30
establish.01 vncls_55
esteem.01 vncls_31
estimate.01 vncls_54
etch.01 vncls_25
eternalize.01 vncls_45
eulogize.01 vncls_33
europeanize.01 vncls_45
evacuate.01 vncls_10
evade.01 vncls_52
evaluate.01 vncls_34
evaporate.01 vncls_45
even.01 vncls_45
eventuate.01 vncls_48
evict.01 vncls_10
eviscerate.01 vncls_10
evolve.01 vncls_26
exact.01 vncls_13
exalt.01 vncls_31
examine.01 vncls_30
exasperate.01 vncls_31
excavate.01 vncls_35
exceed.01 vncls_90
excel.01 vncls_74
exchange.01 vncls_13
excise.01 vncls_10
excite.01 vncls_31
exclaim.01 vncls_37
excommunicate.01 vncls_10
excoriate.01 vncls_33
excuse.01 vncls_33
execrate.01 vncls_31
execute.01 vncls_42
exercise.01 vncls_26
exert.01 vncls_105
exhale.01 vncls_40
exhaust.01 vncls_31
exhibit.01 vncls_48
exhilarate.01 vncls_31
exile.01 vncls_36
exist.01 vncls_39
exit.01 vncls_51
exonerate.01 vncls_80
exorcise.01 vncls_10
expand.01 vncls_45
expect.01 vncls_62
expectorate.01 vncls_40
expel.01 vncls_10
experience.01 vncls_30
expire.01 vncls_48
explain.01 vncls_37
explicate.01 vncls_37
explode.01 vncls_45
exploit.01 vncls_105
explore.01 vncls_35
expose.01 vncls_48
expound.01 vncls_37
express.01 vncls_48
expunge.01 vncls_10
expurgate.01 vncls_10
extend.01 vncls_47
exterminate.01 vncls_44
extinguish.01 vncls_10
extirpate.01 vncls_10
extol.01 vncls_33
extort.01 vncls_10
extract.01 vncls_10
extradite.01 vncls_10
extrapolate.01 vncls_108
extrude.01 vncls_10
exude.01 vncls_43
exult.01 vncls_31
eye.01 vncls_30
fabricate.01 vncls_26
face.01 vncls_98
fade.01 vncls_45
fail.01 vncls_74
faint.01 vncls_40
fall.01 vncls_45
falter.01 vncls_47
famish.01 vncls_45
fanaticize.01 vncls_45
fancy.02 vncls_32
fart.01 vncls_40
fascinate.01 vncls_31
fashion.01 vncls_26
fasten.01 vncls_22
fathom.01 vncls_87
fatigue.01 vncls_31
fatten.01 vncls_45
fault.01 vncls_33
favor.01 vncls_31
fawn.01 vncls_28
fax.01 vncls_37
faze.01 vncls_31
fear.01 vncls_31
feast.01 vncls_39
feather.01 vncls_9
federalize.01 vncls_45
federate.01 vncls_45
FedEx.01 vncls_11
feed.01 vncls_39
feel.01 vncls_30
feign.01 vncls_55
felicitate.01 vncls_33
feminize.01 vncls_45
fence.01 vncls_47
ferment.01 vncls_45
ferret.01 vncls_35
ferry.01 vncls_51
fertilize.01 vncls_45
fess.01 vncls_37
fester.01 vncls_47
festoon.01 vncls_9
fetch.01 vncls_13
fetter.01 vncls_22
feud.01 vncls_36
fidget.01 vncls_49
fight.01 vncls_36
figure.02 vncls_70
filch.01 vncls_10
file.01 vncls_9
fill.01 vncls_9
fillet.01 vncls_21
film.01 vncls_25
filter.02 vncls_10
find.01 vncls_13
fine.01 vncls_54
finish.01 vncls_55
fire.01 vncls_17
firm.01 vncls_45
fish.01 vncls_13
fissure.101 vncls_45
fit.01 vncls_26
fix.01 vncls_26
fixate.01 vncls_87
fizz.01 vncls_43
fizzle.01 vncls_43
flabbergast.01 vncls_31
flagellate.01 vncls_18
flake.01 vncls_21
flame.01 vncls_43
flank.01 vncls_47
flap.01 vncls_47
flare.02 vncls_43
flash.01 vncls_40
flatten.01 vncls_45
flatter.01 vncls_31
flaunt.01 vncls_48
fleck.01 vncls_9
flee.01 vncls_51
fleece.01 vncls_10
flex.01 vncls_40
flick.01 vncls_40
flicker.01 vncls_43
flinch.01 vncls_40
fling.01 vncls_17
flip.01 vncls_17
flirt.01 vncls_36
flit.01 vncls_51
float.01 vncls_11
flock.01 vncls_47
flog.01 vncls_18
flood.01 vncls_45
floor.01 vncls_31
flop.01 vncls_47
floss.01 vncls_41
flour.01 vncls_9
flourish.01 vncls_47
flow.01 vncls_47
flower.01 vncls_45
fluctuate.01 vncls_45
fluoresce.01 vncls_43
flush.01 vncls_10
fluster.01 vncls_31
flutter.01 vncls_40
flux.01 vncls_47
fly.01 vncls_47
foal.01 vncls_28
foam.01 vncls_43
focalize.01 vncls_87
focus.01 vncls_87
fog.01 vncls_57
fold.01 vncls_26
foliate.02 vncls_45
follow.01 vncls_47
fondle.01 vncls_20
fool.01 vncls_59
forage.01 vncls_35
forbid.01 vncls_67
force.01 vncls_59
foreknow.01 vncls_29
foresee.01 vncls_29
forest.01 vncls_9
foretell.01 vncls_29
forfeit.01 vncls_13
forge.01 vncls_25
forgive.01 vncls_33
forgo.01 vncls_52
fork.01 vncls_9
form.01 vncls_26
formulate.01 vncls_26
fortify.01 vncls_45
forward.01 vncls_11
fossilize.01 vncls_45
found.01 vncls_55
fowl.01 vncls_13
fox.01 vncls_31
foxtrot.01 vncls_51
fracture.01 vncls_45
frame.01 vncls_9
fray.01 vncls_45
free.01 vncls_80
freeze.01 vncls_45
freshen.01 vncls_45
fret.01 vncls_31
frighten.01 vncls_31
frisk.01 vncls_35
frock.01 vncls_41
frolic.01 vncls_51
frost.01 vncls_45
froth.01 vncls_47
frown.01 vncls_40
fructify.01 vncls_45
frustrate.01 vncls_31
fry.01 vncls_45
fuddle.01 vncls_31
fuel.01 vncls_9
fumble.01 vncls_35
fume.01 vncls_31
function.01 vncls_29
funnel.01 vncls_9
furnish.01 vncls_13
furrow.01 vncls_45
further.01 vncls_102
fuse.01 vncls_22
gab.01 vncls_37
gabble.01 vncls_37
gag.01 vncls_9
gain.01 vncls_45
gall.01 vncls_31
gallop.01 vncls_51
galvanize.01 vncls_31
gamble.01 vncls_94
gambol.01 vncls_51
gape.01 vncls_30
garage.01 vncls_9
garb.01 vncls_41
garland.01 vncls_9
garnish.01 vncls_9
garrotte.01 vncls_42
gas.01 vncls_9
gash.01 vncls_21
gasify.01 vncls_45
gasp.01 vncls_40
gather.01 vncls_13
gauge.01 vncls_34
gawk.01 vncls_40
gaze.01 vncls_30
gear.01 vncls_26
gelatinize.01 vncls_45
generate.01 vncls_27
genuflect.01 vncls_40
germanize.01 vncls_45
germinate.01 vncls_45
gesture.01 vncls_40
get.01 vncls_13
ghost.01 vncls_51
gibber.01 vncls_37
gibe.01 vncls_33
gift.01 vncls_13
giggle.01 vncls_40
gild.01 vncls_9
gill.01 vncls_10
give.01 vncls_13
gladden.01 vncls_31
glance.01 vncls_30
glare.01 vncls_40
glass.01 vncls_9
glaze.01 vncls_24
gleam.01 vncls_43
glean.01 vncls_14
glide.01 vncls_51
glimmer.01 vncls_43
glimpse.01 vncls_30
glint.01 vncls_43
glisten.01 vncls_43
glitter.01 vncls_43
gloat.01 vncls_31
globetrot.01 vncls_51
glom.01 vncls_22
glorify.01 vncls_37
glory.01 vncls_31
glow.01 vncls_43
glower.01 vncls_40
glue.01 vncls_22
glutenize.01 vncls_45
gnash.01 vncls_40
gnaw.01 vncls_39
go.01 vncls_47
goad.01 vncls_59
gobble.01 vncls_39
goggle.01 vncls_40
gondola.01 vncls_51
goosestep.01 vncls_51
gorge.01 vncls_39
gossip.01 vncls_37
gouge.01 vncls_21
grab.01 vncls_10
grace.01 vncls_9
grade.01 vncls_29
graffiti.01 vncls_9
graft.01 vncls_22
grant.01 vncls_13
granulate.01 vncls_45
grapple.01 vncls_83
grasp.01 vncls_15
grass.01 vncls_9
grate.01 vncls_21
gratify.01 vncls_31
gravel.01 vncls_9
gray.01 vncls_45
graze.01 vncls_20
grease.01 vncls_9
greet.01 vncls_33
grieve.01 vncls_31
grill.01 vncls_26
grimace.01 vncls_40
grin.01 vncls_40
grind.01 vncls_21
grip.01 vncls_15
gripe.01 vncls_37
groan.01 vncls_37
groom.01 vncls_41
groove.01 vncls_9
grope.01 vncls_35
grouch.01 vncls_37
ground.01 vncls_9
group.01 vncls_47
grouse.01 vncls_37
grow.01 vncls_45
growl.01 vncls_37
grudge.01 vncls_31
grumble.01 vncls_37
grunt.02 vncls_37
guarantee.01 vncls_29
guard.01 vncls_29
guess.01 vncls_29
guesstimate.01 vncls_34
guffaw.01 vncls_40
guide.01 vncls_51
gull.01 vncls_10
gulp.01 vncls_39
gum.01 vncls_22
gurgle.01 vncls_37
gush.01 vncls_31
gust.01 vncls_57
gut.01 vncls_10
guzzle.01 vncls_39
gyrate.01 vncls_49
hack.01 vncls_21
haggle.01 vncls_36
hail.01 vncls_57
hallucinate.01 vncls_31
halt.01 vncls_45
halter.01 vncls_9
hammer.01 vncls_9
hand.01 vncls_11
handcuff.01 vncls_22
handdeliver.01 vncls_11
handfeed.01 vncls_39
handle.01 vncls_15
handpaint.01 vncls_25
hang.01 vncls_9
hangar.01 vncls_9
hanker.01 vncls_32
happen.01 vncls_48
harass.01 vncls_31
hardboil.01 vncls_45
harden.01 vncls_45
harm.01 vncls_31
harmonize.01 vncls_45
harness.01 vncls_9
harry.01 vncls_59
hasten.01 vncls_45
hat.01 vncls_9
hatch.01 vncls_26
hate.01 vncls_31
haul.01 vncls_11
haunt.01 vncls_31
have.03 vncls_100
hawk.01 vncls_13
hay.01 vncls_13
hazard.01 vncls_94
head.01 vncls_47
heal.01 vncls_45
heap.01 vncls_9
hear.01 vncls_30
hearten.01 vncls_31
heat.01 vncls_45
heave.01 vncls_12
heel.01 vncls_9
heft.01 vncls_11
heighten.01 vncls_45
helicopter.01 vncls_51
hellenize.01 vncls_45
help.01 vncls_72
henna.01 vncls_41
herald.01 vncls_33
herd.01 vncls_47
hesitate.01 vncls_53
hew.01 vncls_21
hiccup.01 vncls_40
hide.01 vncls_16
highjack.01 vncls_10
highlight.01 vncls_41
hijack.01 vncls_59
hike.01 vncls_51
hinder.01 vncls_67
hinge.01 vncls_22
hint.01 vncls_37
hire.01 vncls_13
hiss.01 vncls_37
hit.01 vncls_18
hitch.01 vncls_22
hoard.01 vncls_15
hobble.01 vncls_51
hobnob.01 vncls_36
hock.01 vncls_13
hoe.01 vncls_9
hoist.01 vncls_9
hold.01 vncls_15
holiday.01 vncls_56
holler.01 vncls_37
honeycomb.01 vncls_9
honk.01 vncls_38
honor.01 vncls_33
hoodwink.01 vncls_59
hook.01 vncls_22
hoot.01 vncls_38
hoover.01 vncls_10
hop.01 vncls_51
hope.01 vncls_32
hopscotch.01 vncls_51
horrify.01 vncls_31
hose.01 vncls_10
host.01 vncls_29
house.01 vncls_9
hover.01 vncls_47
howl.01 vncls_37
huddle.02 vncls_47
hug.01 vncls_36
hull.01 vncls_10
hum.02 vncls_43
humble.01 vncls_31
humidify.01 vncls_45
humiliate.01 vncls_31
hunch.01 vncls_40
hunger.01 vncls_32
hunt.01 vncls_35
hurl.01 vncls_17
hurry.01 vncls_53
hurt.01 vncls_31
hurtle.01 vncls_51
hush.01 vncls_45
husk.01 vncls_10
hybridize.01 vncls_45
hydrate.01 vncls_45
hydrogenate.01 vncls_45
hyperbolize.01 vncls_37
hyperextend.01 vncls_45
hyperventilate.01 vncls_47
hypnotize.01 vncls_31
ice.01 vncls_25
identify.01 vncls_29
idolize.01 vncls_31
ignite.01 vncls_45
illuminate.01 vncls_25
illustrate.01 vncls_25
imagine.01 vncls_29
imbibe.01 vncls_39
imbue.01 vncls_9
imitate.01 vncls_101
immerse.01 vncls_9
immolate.01 vncls_42
impair.01 vncls_31
impale.01 vncls_42
impeach.01 vncls_33
impede.01 vncls_67
impel.01 vncls_59
impersonate.01 vncls_101
implant.01 vncls_9
implement.01 vncls_55
implore.01 vncls_58
imply.01 vncls_78
importune.01 vncls_58
impose.01 vncls_63
impound.01 vncls_16
imprecate.01 vncls_33
impregnate.01 vncls_9
impress.01 vncls_31
imprint.01 vncls_25
imprison.01 vncls_9
improve.01 vncls_45
improvise.01 vncls_26
incandesce.01 vncls_43
incense.01 vncls_31
inch.01 vncls_51
incinerate.01 vncls_45
incise.01 vncls_25
incite.01 vncls_59
incline.01 vncls_96
include.01 vncls_107
incorporate.01 vncls_22
increase.01 vncls_45
incriminate.01 vncls_33
incubate.01 vncls_45
indicate.01 vncls_78
indict.01 vncls_33
induce.02 vncls_59
indurate.01 vncls_45
infect.01 vncls_9
infer.01 vncls_29
infest.01 vncls_9
inflame.01 vncls_31
inflate.01 vncls_45
influence.01 vncls_59
inform.01 vncls_37
infuriate.01 vncls_31
ingest.01 vncls_39
ingrain.01 vncls_25
inhale.01 vncls_40
inherit.01 vncls_13
inhibit.01 vncls_67
initial.01 vncls_25
initiate.01 vncls_55
inject.01 vncls_9
injure.01 vncls_40
ink.01 vncls_9
inlay.01 vncls_9
innovate.01 vncls_55
inquire.01 vncls_37
inscribe.01 vncls_25
insert.01 vncls_9
insinuate.01 vncls_37
insist.01 vncls_37
inspect.01 vncls_30
inspire.01 vncls_31
inspissate.01 vncls_45
install.01 vncls_9
institute.01 vncls_55
institutionalize.01 vncls_92
instruct.01 vncls_37
insult.01 vncls_31
insure.01 vncls_99
integrate.01 vncls_22
intend.01 vncls_61
intensify.01 vncls_45
interact.01 vncls_36
interchange.01 vncls_22
interconnect.01 vncls_22
interest.01 vncls_31
interlace.01 vncls_22
interlard.01 vncls_9
interleave.01 vncls_9
interlink.01 vncls_22
intermarry.01 vncls_22
intermingle.02 vncls_22
intermix.01 vncls_22
interpolate.01 vncls_108
interpose.02 vncls_37
interpret.01 vncls_29
interrelate.01 vncls_22
interrogate.01 vncls_37
intersect.01 vncls_47
intersperse.01 vncls_9
intertwine.01 vncls_22
interview.01 vncls_37
interweave.01 vncls_9
intimate.01 vncls_37
intimidate.01 vncls_31
intone.01 vncls_26
intoxicate.01 vncls_31
intrigue.01 vncls_31
introduce.01 vncls_22
intrude.01 vncls_48
inundate.01 vncls_9
invalidate.01 vncls_106
inveigle.01 vncls_59
invent.01 vncls_26
invert.01 vncls_45
invest.01 vncls_13
investigate.01 vncls_30
invigorate.01 vncls_31
invite.01 vncls_60
invoice.01 vncls_54
involve.01 vncls_107
iodize.01 vncls_45
ionize.01 vncls_45
irk.01 vncls_31
iron.01 vncls_26
irritate.01 vncls_31
irrupt.01 vncls_48
isolate.01 vncls_16
issue.01 vncls_13
itch.01 vncls_40
jab.01 vncls_18
jabber.01 vncls_37
jade.01 vncls_31
jail.01 vncls_9
jam.01 vncls_9
jangle.01 vncls_43
japan.01 vncls_24
jar.01 vncls_31
jeep.01 vncls_51
jeer.01 vncls_40
jerk.01 vncls_12
jest.01 vncls_37
jet.01 vncls_51
jibe.01 vncls_89
jig.01 vncls_51
jiggle.01 vncls_47
jilt.01 vncls_13
jingle.01 vncls_43
jitterbug.01 vncls_51
jive.01 vncls_51
jog.01 vncls_51
joggle.01 vncls_47
join.01 vncls_22
joke.01 vncls_37
jollify.01 vncls_31
jolt.01 vncls_31
journey.01 vncls_51
joust.01 vncls_36
judge.01 vncls_29
jug.01 vncls_9
jumble.01 vncls_22
jump.01 vncls_45
junket.01 vncls_56
justify.01 vncls_37
jut.01 vncls_47
kayak.01 vncls_51
keep.01 vncls_15
kennel.01 vncls_9
kick.01 vncls_11
kidnap.01 vncls_10
kill.01 vncls_42
kindle.01 vncls_45
kiss.01 vncls_36
kitten.01 vncls_28
knead.01 vncls_26
knee.01 vncls_18
kneel.01 vncls_50
knell.01 vncls_43
knife.01 vncls_18
knight.01 vncls_29
knit.01 vncls_26
knock.01 vncls_18
knot.01 vncls_22
know.01 vncls_29
kvetch.01 vncls_37
label.01 vncls_9
lace.01 vncls_22
lacquer.01 vncls_24
ladle.01 vncls_9
lamb.01 vncls_28
lambaste.01 vncls_33
lament.01 vncls_31
laminate.01 vncls_45
lampoon.01 vncls_33
lance.01 vncls_21
land.01 vncls_9
languish.01 vncls_47
lapse.01 vncls_48
lard.01 vncls_9
lash.01 vncls_22
lasso.01 vncls_22
last.01 vncls_54
latch.01 vncls_22
lather.01 vncls_41
laud.01 vncls_33
laugh.01 vncls_40
launch.01 vncls_55
lave.01 vncls_41
lay.01 vncls_9
leach.01 vncls_10
lead.01 vncls_51
leaf.01 vncls_35
leak.01 vncls_43
lean.01 vncls_9
leap.01 vncls_51
learn.01 vncls_14
lease.01 vncls_13
leash.01 vncls_9
leave.01 vncls_51
leaven.01 vncls_9
lecture.01 vncls_37
leer.01 vncls_30
lend.01 vncls_13
lengthen.01 vncls_45
lessen.01 vncls_45
letter.02 vncls_25
level.01 vncls_45
levitate.01 vncls_45
liberate.01 vncls_10
license.01 vncls_101
lick.01 vncls_39
lie.01 vncls_47
lift.01 vncls_9
ligate.01 vncls_22
light.01 vncls_45
lighten.01 vncls_45
lightning.01 vncls_57
lignify.01 vncls_45
like.01 vncls_31
lilt.01 vncls_37
limit.01 vncls_76
limp.01 vncls_51
line.01 vncls_9
linger.01 vncls_47
link.01 vncls_22
lint.01 vncls_10
lipstick.01 vncls_9
liquefy.01 vncls_45
liquidate.01 vncls_42
liquify.01 vncls_45
lisp.01 vncls_37
listen.01 vncls_30
litter.01 vncls_9
live.01 vncls_39
load.01 vncls_9
loaf.01 vncls_53
loan.01 vncls_13
loathe.01 vncls_31
lob.01 vncls_17
lobby.01 vncls_58
lock.01 vncls_22
lodge.01 vncls_46
loft.01 vncls_17
log.03 vncls_13
loiter.01 vncls_53
loll.01 vncls_47
lollop.01 vncls_51
long.01 vncls_32
look.01 vncls_30
loom.01 vncls_47
loop.01 vncls_9
loosen.01 vncls_45
lop.01 vncls_10
lope.01 vncls_51
lose.02 vncls_13
lounge.01 vncls_47
lour.01 vncls_40
louse.01 vncls_10
love.01 vncls_31
low.01 vncls_38
lower.01 vncls_9
lubricate.01 vncls_9
lug.01 vncls_11
lull.01 vncls_31
lumber.01 vncls_51
lump.01 vncls_22
lunch.01 vncls_39
luncheon.01 vncls_39
lurch.01 vncls_51
lure.01 vncls_59
lurk.01 vncls_47
lust.01 vncls_32
luxuriate.01 vncls_31
macerate.01 vncls_45
machinate.01 vncls_55
madden.01 vncls_31
magnetize.01 vncls_45
magnify.01 vncls_45
mail.01 vncls_11
maim.01 vncls_44
maintain.01 vncls_29
make.01 vncls_26
malign.01 vncls_33
manacle.01 vncls_22
manage.02 vncls_74
mangle.01 vncls_21
manicure.01 vncls_41
manifest.01 vncls_48
manipulate.02 vncls_59
mantle.01 vncls_9
manufacture.01 vncls_26
march.01 vncls_51
marinate.01 vncls_9
mark.01 vncls_29
marry.01 vncls_22
martyr.01 vncls_29
marvel.01 vncls_31
mash.01 vncls_21
mask.01 vncls_9
masquerade.01 vncls_29
mass.01 vncls_47
massacre.01 vncls_42
massage.01 vncls_20
masticate.01 vncls_39
match.01 vncls_22
mate.01 vncls_22
materialize.01 vncls_48
matter.01 vncls_31
maturate.01 vncls_26
mature.01 vncls_26
mean.01 vncls_29
meander.01 vncls_51
measure.01 vncls_54
mechanize.01 vncls_45
meditate.01 vncls_31
meet.02 vncls_36
meld.01 vncls_22
mellow.01 vncls_45
melt.01 vncls_26
memorize.01 vncls_14
menace.01 vncls_31
mention.01 vncls_37
meow.01 vncls_38
merge.01 vncls_22
mesmerize.01 vncls_31
metamorphose.01 vncls_26
mew.01 vncls_38
microfilm.01 vncls_25
microwave.01 vncls_45
miff.01 vncls_31
milk.01 vncls_10
mill.01 vncls_21
mince.01 vncls_51
mind.01 vncls_31
mine.01 vncls_10
mineralize.01 vncls_45
mingle.01 vncls_36
mint.01 vncls_26
misapprehend.01 vncls_87
misappropriate.01 vncls_10
misconstrue.01 vncls_87
misdirect.01 vncls_51
misguide.01 vncls_31
misinterpret.01 vncls_87
mislead.02 vncls_59
miss.01 vncls_31
misspell.01 vncls_25
misspend.01 vncls_104
mist.03 vncls_57
mistime.01 vncls_54
mistrust.01 vncls_31
misunderstand.01 vncls_87
mix.01 vncls_22
mizzle.01 vncls_57
moan.01 vncls_37
mob.02 vncls_42
mobilize.01 vncls_45
mock.01 vncls_33
model.01 vncls_26
modem.01 vncls_37
moderate.01 vncls_45
modernize.01 vncls_45
modulate.01 vncls_45
moil.02 vncls_47
moisten.01 vncls_45
moisturize.01 vncls_41
mold.01 vncls_26
molder.01 vncls_45
molest.01 vncls_31
mollify.01 vncls_31
molt.01 vncls_45
monitor.01 vncls_35
monogram.01 vncls_25
moo.01 vncls_38
moon.01 vncls_31
moor.01 vncls_9
moot.01 vncls_29
mop.01 vncls_10
mope.01 vncls_31
moped.01 vncls_51
moralize.01 vncls_37
morph.01 vncls_26
mortify.01 vncls_31
mosey.01 vncls_51
mother.01 vncls_29
motivate.01 vncls_59
motor.01 vncls_11
motorbike.01 vncls_51
motorcycle.01 vncls_51
motorize.01 vncls_45
mottle.01 vncls_9
moult.01 vncls_45
mound.01 vncls_9
mount.02 vncls_47
mourn.01 vncls_31
move.01 vncls_11
mow.01 vncls_21
muddle.01 vncls_31
muddy.01 vncls_45
muffle.01 vncls_42
mulch.01 vncls_9
mulct.01 vncls_54
multiply.01 vncls_45
mumble.01 vncls_37
munch.01 vncls_39
murder.01 vncls_42
murmur.01 vncls_37
muse.01 vncls_31
mushroom.01 vncls_45
mutate.01 vncls_26
mute.01 vncls_45
mutilate.01 vncls_44
mutter.01 vncls_37
muzzle.01 vncls_9
mystify.01 vncls_31
nab.01 vncls_10
nail.01 vncls_22
name.01 vncls_29
nap.01 vncls_40
narrate.01 vncls_37
narrow.01 vncls_45
nasal.01 vncls_37
nasalize.01 vncls_45
nationalize.01 vncls_45
naturalize.01 vncls_45
nauseate.01 vncls_31
navigate.01 vncls_51
neaten.01 vncls_41
necessitate.01 vncls_103
neck.01 vncls_36
need.01 vncls_32
neglect.01 vncls_75
negotiate.01 vncls_36
neigh.01 vncls_38
neighbor.01 vncls_47
nest.01 vncls_13
nestle.01 vncls_47
netmail.01 vncls_37
nettle.01 vncls_31
network.01 vncls_22
neutralize.01 vncls_45
nibble.01 vncls_39
nick.01 vncls_21
nickel.01 vncls_9
nickname.01 vncls_29
niggle.01 vncls_31
nip.01 vncls_51
nitrify.01 vncls_45
nobble.01 vncls_10
nod.01 vncls_40
nominate.01 vncls_29
normalize.01 vncls_45
nose.01 vncls_35
nosh.01 vncls_39
notch.01 vncls_21
note.01 vncls_30
notice.01 vncls_30
notify.01 vncls_37
nourish.01 vncls_42
nudge.01 vncls_17
nullify.01 vncls_106
numb.01 vncls_31
number.01 vncls_29
nurse.01 vncls_29
nut.01 vncls_13
nuzzle.01 vncls_36
oar.01 vncls_51
object.01 vncls_37
objectify.01 vncls_45
obligate.01 vncls_59
oblige.02 vncls_59
obliterate.01 vncls_44
obscure.01 vncls_45
observe.01 vncls_30
obsess.01 vncls_31
obstruct.01 vncls_67
obtain.01 vncls_13
occlude.01 vncls_45
occupy.01 vncls_31
occur.01 vncls_48
offend.01 vncls_31
offer.01 vncls_13
officiate.01 vncls_29
ogle.01 vncls_30
oil.01 vncls_9
oink.01 vncls_38
okay.01 vncls_60
omit.01 vncls_10
ooze.01 vncls_43
open.01 vncls_40
operate.01 vncls_45
oppose.01 vncls_22
ordain.01 vncls_29
order.01 vncls_60
organize.01 vncls_26
ornament.01 vncls_9
orphan.01 vncls_29
oscillate.01 vncls_47
osculate.01 vncls_20
ossify.01 vncls_45
ostracize.01 vncls_10
oust.01 vncls_10
outbid.01 vncls_90
outfit.01 vncls_13
outlaw.01 vncls_29
outmatch.01 vncls_90
outnumber.01 vncls_90
outrace.01 vncls_90
outrage.01 vncls_31
outsmart.01 vncls_90
outstrip.01 vncls_90
outweigh.01 vncls_90
outwit.01 vncls_90
overawe.01 vncls_31
overbake.01 vncls_45
overburden.01 vncls_13
overcast.01 vncls_47
overcharge.01 vncls_54
overcome.01 vncls_90
overcook.01 vncls_45
overdraw.01 vncls_37
overestimate.01 vncls_54
overhang.01 vncls_47
overheat.01 vncls_45
overlap.01 vncls_22
overleap.01 vncls_90
overload.01 vncls_9
overnight.01 vncls_46
overrate.01 vncls_37
overreach.02 vncls_90
overspread.01 vncls_47
overstep.01 vncls_90
overstress.01 vncls_37
overturn.01 vncls_45
overwhelm.01 vncls_31
owe.01 vncls_13
own.01 vncls_100
oxidize.01 vncls_45
oyster.01 vncls_13
pace.01 vncls_51
pacify.01 vncls_31
pack.01 vncls_9
package.01 vncls_22
pad.01 vncls_9
paddle.01 vncls_11
paddywhack.01 vncls_18
padlock.01 vncls_22
pain.01 vncls_31
paint.01 vncls_25
pair.01 vncls_22
palaver.01 vncls_37
pale.01 vncls_45
palpitate.01 vncls_40
panel.01 vncls_9
pant.01 vncls_40
paper.01 vncls_9
parachute.01 vncls_51
paralyze.01 vncls_45
parboil.01 vncls_45
parch.01 vncls_45
pardon.01 vncls_33
parquet.01 vncls_9
part.01 vncls_23
participate.01 vncls_73
partition.01 vncls_23
partner.01 vncls_29
pass.03 vncls_47
paste.01 vncls_22
pasteurize.01 vncls_45
pasture.01 vncls_9
patch.01 vncls_9
patent.01 vncls_101
patrol.01 vncls_35
patter.01 vncls_43
pauper.01 vncls_29
pause.01 vncls_53
pave.01 vncls_9
paw.01 vncls_18
pawn.01 vncls_13
pay.01 vncls_68
peal.01 vncls_43
pearl.01 vncls_13
peck.01 vncls_39
pedal.01 vncls_51
peddle.01 vncls_13
pee.01 vncls_40
peek.01 vncls_30
peel.01 vncls_10
peep.01 vncls_38
peer.01 vncls_30
peeve.01 vncls_31
peg.01 vncls_54
pelt.01 vncls_17
pen.02 vncls_9
penalize.01 vncls_33
pencil.01 vncls_25
pepper.01 vncls_9
pepperspray.01 vncls_17
perambulate.01 vncls_51
perceive.01 vncls_30
perch.01 vncls_47
percolate.01 vncls_45
perfect.01 vncls_45
perforate.01 vncls_21
perform.01 vncls_26
perfume.01 vncls_9
perish.01 vncls_48
perm.01 vncls_41
permit.01 vncls_65
perplex.01 vncls_31
persecute.01 vncls_33
persist.01 vncls_47
perspire.01 vncls_40
persuade.01 vncls_59
perturb.01 vncls_31
peruse.01 vncls_30
pester.01 vncls_31
phone.01 vncls_13
